Album,Artist,City,Company,Composer,Country,CustomerID,Email,FirstName,Genre,InvoiceDate,InvoiceID,LastName,MediaType,Phone,PostalCode,Region,State,Track,Bytes,Milliseconds,Number of Records,Quantity,Sales,UnitPrice
AcÃºstico,TitÃ£s,Halifax,,TitÃ£s,Canada,31,marthasilk@gmail.com,Martha,Alternative & Punk,4/20/10 00:00,192,Silk,MPEG audio file,+1 (902) 450-0450,B3S 1C5,North  America,NS,Homem Primata (Vinheta),1.12M,34168,1,3,2.97,0.99
Volume Dois,TitÃ£s,Frankfurt,,Nando Reis,Germany,37,fzimmermann@yahoo.de,Fynn,Alternative & Punk,4/23/10 00:00,193,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,Eu E Ela,9.14M,276035,1,2,1.98,0.99
Volume Dois,TitÃ£s,Frankfurt,,Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto,Germany,37,fzimmermann@yahoo.de,Fynn,Alternative & Punk,4/23/10 00:00,193,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,Sonifera Ilha,5.68M,170684,1,3,2.97,0.99
Volume Dois,TitÃ£s,Frankfurt,,SÃ©rgio Britto,Germany,37,fzimmermann@yahoo.de,Fynn,Alternative & Punk,4/23/10 00:00,193,Zimmermann,MPEG audio file,+49 069 40598889,60316,Europe,,AmanhÃ£ NÃ£o Se Sabe,6.24M,189440,1,5,4.95,0.99
"Battlestar Galactica, Season 3",Battlestar Galactica,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,Science Fiction,4/23/10 00:00,193,Zimmermann,Protected MPEG-4 video file,+49 069 40598889,60316,Europe,,Unfinished Business,528.50M,2622038,1,1,1.99,1.99
"Battlestar Galactica, Season 3",Battlestar Galactica,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,TV Shows,4/23/10 00:00,193,Zimmermann,Protected MPEG-4 video file,+49 069 40598889,60316,Europe,,"Exodus, Pt. 1",475.08M,2621708,1,1,1.99,1.99
"Heroes, Season 1",Heroes,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,TV Shows,4/23/10 00:00,193,Zimmermann,Protected MPEG-4 video file,+49 069 40598889,60316,Europe,,Genesis,515.67M,2611986,1,1,1.99,1.99
"Heroes, Season 1",Heroes,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,Drama,4/23/10 00:00,193,Zimmermann,Protected MPEG-4 video file,+49 069 40598889,60316,Europe,,Distractions,537.11M,2590382,1,2,3.98,1.99
"Heroes, Season 1",Heroes,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,TV Shows,4/23/10 00:00,193,Zimmermann,Protected MPEG-4 video file,+49 069 40598889,60316,Europe,,Nothing to Hide,510.06M,2605647,1,4,7.96,1.99
"Battlestar Galactica, Season 3",Battlestar Galactica,Frankfurt,,,Germany,37,fzimmermann@yahoo.de,Fynn,Science Fiction,4/23/10 00:00,193,Zimmermann,Protected MPEG-4 video file,+49 069 40598889,60316,Europe,,A Day In the Life,462.82M,2620245,1,5,9.95,1.99
How To Dismantle An Atomic Bomb,U2,Dublin,,"Adam Clayton, Bono, Larry Mullen & The Edge",Ireland,46,hughoreilly@apple.ie,Hugh,Rock,4/28/10 00:00,194,O'Reilly,MPEG audio file,+353 01 6792424,,Europe,Dublin,City Of Blinding Lights,11.43M,347951,1,2,1.98,0.99
B-Sides 1980-1990,U2,Dublin,,U2,Ireland,46,hughoreilly@apple.ie,Hugh,Rock,4/28/10 00:00,194,O'Reilly,MPEG audio file,+353 01 6792424,,Europe,Dublin,Spanish Eyes,6.39M,196702,1,3,2.97,0.99
"Lost, Season 2",Lost,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/10 00:00,194,O'Reilly,Protected MPEG-4 video file,+353 01 6792424,,Europe,Dublin,The Long Con,518.38M,2679583,1,1,1.99,1.99
"Lost, Season 2",Lost,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/10 00:00,194,O'Reilly,Protected MPEG-4 video file,+353 01 6792424,,Europe,Dublin,Adrift,502.66M,2564958,1,2,3.98,1.99
"Lost, Season 1",Lost,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/10 00:00,194,O'Reilly,Protected MPEG-4 video file,+353 01 6792424,,Europe,Dublin,Exodus (Part 2) [Season Finale],208.67M,2605557,1,3,5.97,1.99
"Lost, Season 2",Lost,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,Drama,4/28/10 00:00,194,O'Reilly,Protected MPEG-4 video file,+353 01 6792424,,Europe,Dublin,The Whole Truth,495.49M,2610125,1,4,7.96,1.99
"Lost, Season 2",Lost,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/10 00:00,194,O'Reilly,Protected MPEG-4 video file,+353 01 6792424,,Europe,Dublin,The 23rd Psalm,487.40M,2610416,1,5,9.95,1.99
"Lost, Season 2",Lost,Dublin,,,Ireland,46,hughoreilly@apple.ie,Hugh,TV Shows,4/28/10 00:00,194,O'Reilly,Protected MPEG-4 video file,+353 01 6792424,,Europe,Dublin,The Other 48 Days,535.26M,2610625,1,5,9.95,1.99
Rattle And Hum,U2,Sao Jose dos Campos,Embraer,"Dylan, Bob",Brazil,1,luisg@embraer.com.br,Lucas,Rock,5/6/10 00:00,195,Gonasalves,MPEG audio file,+55 (12) 3923-5555,12227-000,South America,SP,All Along The Watchtower,8.62M,264568,1,1,0.99,0.99
Rattle And Hum,U2,Oslo,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Norway,4,bjorn.hansen@yahoo.no,Bjarn,Rock,5/19/10 00:00,197,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,Pride (In The Name Of Love),8.81M,267807,1,1,0.99,0.99
Rattle And Hum,U2,Stuttgart,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Germany,2,leonekohler@surfeu.de,Leonie,Rock,5/19/10 00:00,196,Kahler,MPEG audio file,+49 0711 2842222,70174,Europe,,I Still Haven't Found What I'm Looking for,11.54M,353567,1,4,3.96,0.99
Rattle And Hum,U2,Stuttgart,,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",Germany,2,leonekohler@surfeu.de,Leonie,Rock,5/19/10 00:00,196,Kahler,MPEG audio file,+49 0711 2842222,70174,Europe,,Freedom For My People,1.25M,38164,1,4,3.96,0.99
Rattle And Hum,U2,Oslo,,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",Norway,4,bjorn.hansen@yahoo.no,Bjarn,Rock,5/19/10 00:00,197,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,Love Rescue Me,12.51M,384522,1,4,3.96,0.99
Rattle And Hum,U2,Prague,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Czech Republic,6,hholy@gmail.com,Helena,Rock,5/20/10 00:00,198,Hola,MPEG audio file,+420 2 4177 0449,14300,Europe,,Heartland,9.87M,303360,1,1,0.99,0.99
Rattle And Hum,U2,Prague,,"Hendrix, Jimi",Czech Republic,6,hholy@gmail.com,Helena,Rock,5/20/10 00:00,198,Hola,MPEG audio file,+420 2 4177 0449,14300,Europe,,The Star Spangled Banner,1.39M,43232,1,2,1.98,0.99
Rattle And Hum,U2,Prague,,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",Czech Republic,6,hholy@gmail.com,Helena,Rock,5/20/10 00:00,198,Hola,MPEG audio file,+420 2 4177 0449,14300,Europe,,All I Want Is You,12.73M,390243,1,4,3.96,0.99
The Best Of 1980-1990,U2,Prague,,U2,Czech Republic,6,hholy@gmail.com,Helena,Rock,5/20/10 00:00,198,Hola,MPEG audio file,+420 2 4177 0449,14300,Europe,,New Year's Day,8.49M,258925,1,5,4.95,0.99
The Best Of 1980-1990,U2,São Paulo,Woodstock Discos,U2,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/10 00:00,199,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Bad,11.63M,351817,1,1,0.99,0.99
The Best Of 1980-1990,U2,São Paulo,Woodstock Discos,U2 & Van Dyke Parks,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/10 00:00,199,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,All I Want Is You,19.20M,591986,1,1,0.99,0.99
The Best Of 1980-1990,U2,São Paulo,Woodstock Discos,U2 & Daragh O'Toole,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/10 00:00,199,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Sweetest Thing,6.07M,183066,1,3,2.97,0.99
War,U2,São Paulo,Woodstock Discos,U2,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/10 00:00,199,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Like A Song...,9.37M,287294,1,4,3.96,0.99
Zooropa,U2,São Paulo,Woodstock Discos,U2; Bono,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/10 00:00,199,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Babyface,7.94M,241998,1,4,3.96,0.99
War,U2,São Paulo,Woodstock Discos,U2,Brazil,10,eduardo@woodstock.com.br,Eduardo,Rock,5/21/10 00:00,199,Martins,MPEG audio file,+55 (11) 3033-5446,01007-010,South America,SP,Red Light,7.45M,225854,1,5,4.95,0.99
"The Best Of Van Halen, Vol. I",Van Halen,Mountain View,Google Inc.,"Edward Van Halen, Alex Van Halen, David Lee Roth",USA,16,fharris@google.com,Frank,Rock,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,Panama,6.92M,211853,1,1,0.99,0.99
"The Best Of Van Halen, Vol. I",Van Halen,Mountain View,Google Inc.,Van Halen,USA,16,fharris@google.com,Frank,Rock,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,Can't Stop Loving You,8.11M,248502,1,1,0.99,0.99
Van Halen,Van Halen,Mountain View,Google Inc.,Ray Davies,USA,16,fharris@google.com,Frank,Rock,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,You Really Got Me,5.19M,158589,1,2,1.98,0.99
UB40 The Best Of - Volume Two [UK],UB40,Mountain View,Google Inc.,,USA,16,fharris@google.com,Frank,Reggae,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,Homely Girl,6.79M,203833,1,3,2.97,0.99
"The Best Of Van Halen, Vol. I",Van Halen,Mountain View,Google Inc.,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",USA,16,fharris@google.com,Frank,Rock,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,Ain't Talkin' 'bout Love,7.57M,228336,1,3,2.97,0.99
UB40 The Best Of - Volume Two [UK],UB40,Mountain View,Google Inc.,,USA,16,fharris@google.com,Frank,Reggae,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,Bring Me Your Cup,11.35M,341498,1,5,4.95,0.99
Zooropa,U2,Mountain View,Google Inc.,U2; Bono,USA,16,fharris@google.com,Frank,Rock,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,The First Time,7.25M,225697,1,5,4.95,0.99
Diver Down,Van Halen,Mountain View,Google Inc.,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,USA,16,fharris@google.com,Frank,Rock,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,Little Guitars (Intro),1.44M,42240,1,5,4.95,0.99
Diver Down,Van Halen,Mountain View,Google Inc.,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,USA,16,fharris@google.com,Frank,Rock,5/24/10 00:00,200,Harris,MPEG audio file,+1 (650) 253-0000,94043-1351,North  America,CA,Hang 'Em High,6.87M,210259,1,5,4.95,0.99
Vinicius De Moraes,VinÃ­cius De Moraes,Madison,,,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Tudo Na Mais Santa Paz,7.43M,222406,1,3,2.97,0.99
Ao Vivo [IMPORT],Zeca Pagodinho,Madison,,Aldir Blanc/Jayme Vignoli,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Sem Essa de Malandro Agulha,5.33M,158484,1,3,2.97,0.99
Ao Vivo [IMPORT],Zeca Pagodinho,Madison,,Beto Gogo/JessÃ© Pai/Luiz Carlos/Zeca Pagodinho,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Faixa Amarela,8.08M,240692,1,3,2.97,0.99
Van Halen III,Van Halen,Madison,,Van Halen,USA,25,vstevens@yahoo.com,Victor,Rock,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Primary,2.81M,86987,1,3,2.97,0.99
Greatest Hits,Lenny Kravitz,Madison,,Vandenberg,USA,25,vstevens@yahoo.com,Victor,Metal,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Now You're Gone,8.16M,251141,1,4,3.96,0.99
Contraband,Velvet Revolver,Madison,,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",USA,25,vstevens@yahoo.com,Victor,Rock,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Headspace,7.24M,223033,1,4,3.96,0.99
Vinicius De Moraes,VinÃ­cius De Moraes,Madison,,,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Samba Do Jato,7.36M,220813,1,5,4.95,0.99
Ao Vivo [IMPORT],Zeca Pagodinho,Madison,,Carlinhos Santana/Nelson Rufino,USA,25,vstevens@yahoo.com,Victor,Latin,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Verdade,11.12M,332826,1,5,4.95,0.99
Van Halen III,Van Halen,Madison,,Van Halen,USA,25,vstevens@yahoo.com,Victor,Rock,5/29/10 00:00,201,Stevens,MPEG audio file,+1 (608) 257-0597,53703,North  America,WI,Neworld,3.50M,105639,1,5,4.95,0.99
"The Office, Season 2",The Office,Madison,,,USA,25,vstevens@yahoo.com,Victor,TV Shows,5/29/10 00:00,201,Stevens,Protected MPEG-4 video file,+1 (608) 257-0597,53703,North  America,WI,The Carpet,256.48M,1264375,1,1,1.99,1.99
"The Office, Season 3",The Office,Madison,,,USA,25,vstevens@yahoo.com,Victor,Comedy,5/29/10 00:00,201,Stevens,Protected MPEG-4 video file,+1 (608) 257-0597,53703,North  America,WI,"A Benihana Christmas, Pts. 1 & 2",515.30M,2519436,1,3,5.97,1.99
"The Office, Season 1",The Office,Madison,,,USA,25,vstevens@yahoo.com,Victor,TV Shows,5/29/10 00:00,201,Stevens,Protected MPEG-4 video file,+1 (608) 257-0597,53703,North  America,WI,Diversity Day,257.88M,1306416,1,3,5.97,1.99
"The Office, Season 3",The Office,Madison,,,USA,25,vstevens@yahoo.com,Victor,TV Shows,5/29/10 00:00,201,Stevens,Protected MPEG-4 video file,+1 (608) 257-0597,53703,North  America,WI,Gay Witch Hunt,276.94M,1326534,1,3,5.97,1.99
"The Office, Season 2",The Office,Madison,,,USA,25,vstevens@yahoo.com,Victor,TV Shows,5/29/10 00:00,201,Stevens,Protected MPEG-4 video file,+1 (608) 257-0597,53703,North  America,WI,Halloween,249.21M,1315333,1,4,7.96,1.99
"Heroes, Season 1",Heroes,Paris,,,France,39,camille.bernard@yahoo.fr,Camille,Drama,6/6/10 00:00,202,Bernard,Protected MPEG-4 video file,+33 01 49 70 65 65,75009,Europe,,How to Stop an Exploding Man,487.88M,2687103,1,1,1.99,1.99
Un-Led-Ed,Dread Zeppelin,Paris,,"Page, Jones",France,40,dominiquelefebvre@gmail.com,Dominique,Rock,6/19/10 00:00,203,Lefebvre,Protected AAC audio file,+33 01 47 42 71 71,75002,Europe,,Your Time Is Gonna Come,5.13M,310774,1,2,1.98,0.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Sci Fi & Fantasy,6/19/10 00:00,204,Girard,Protected MPEG-4 video file,+33 05 56 96 96 96,33000,Europe,,"Lost Planet of the Gods, Pt. 1",537.81M,2922547,1,2,3.98,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Bordeaux,,,France,42,wyatt.girard@yahoo.fr,Wyatt,Sci Fi & Fantasy,6/19/10 00:00,204,Girard,Protected MPEG-4 video file,+33 05 56 96 96 96,33000,Europe,,"Battlestar Galactica, Pt. 2",521.39M,2956081,1,2,3.98,1.99
"Lost, Season 3",Lost,Paris,,,France,40,dominiquelefebvre@gmail.com,Dominique,Drama,6/19/10 00:00,203,Lefebvre,Protected MPEG-4 video file,+33 01 47 42 71 71,75002,Europe,,Through a Looking Glass,1059.55M,5088838,1,4,7.96,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Helsinki,,,Finland,44,terhi.hamalainen@apple.fi,Terhi,Sci Fi & Fantasy,6/20/10 00:00,205,Hamamalinen,Protected MPEG-4 video file,+358 09 870 2000,530,Europe,,The Lost Warrior,558.87M,2920045,1,3,5.97,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Helsinki,,,Finland,44,terhi.hamalainen@apple.fi,Terhi,Sci Fi & Fantasy,6/20/10 00:00,205,Hamamalinen,Protected MPEG-4 video file,+358 09 870 2000,530,Europe,,The Magnificent Warriors,570.15M,2924716,1,3,5.97,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Helsinki,,,Finland,44,terhi.hamalainen@apple.fi,Terhi,Sci Fi & Fantasy,6/20/10 00:00,205,Hamamalinen,Protected MPEG-4 video file,+358 09 870 2000,530,Europe,,"The Gun On Ice Planet Zero, Pt. 1",540.98M,2907615,1,4,7.96,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Helsinki,,,Finland,44,terhi.hamalainen@apple.fi,Terhi,Sci Fi & Fantasy,6/20/10 00:00,205,Hamamalinen,Protected MPEG-4 video file,+358 09 870 2000,530,Europe,,"The Living Legend, Pt. 1",503.64M,2924507,1,5,9.95,1.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Pop,6/21/10 00:00,206,Van der Berg,Protected AAC audio file,+31 020 6223130,1016,Europe,VV,Instant Karma,3.15M,193188,1,3,2.97,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Pop,6/21/10 00:00,206,Van der Berg,Protected AAC audio file,+31 020 6223130,1016,Europe,VV,"Oh, My Love",2.61M,159473,1,4,3.96,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Pop,6/21/10 00:00,206,Van der Berg,Protected AAC audio file,+31 020 6223130,1016,Europe,VV,Cold Turkey,4.56M,281424,1,5,4.95,0.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Sci Fi & Fantasy,6/21/10 00:00,206,Van der Berg,Protected MPEG-4 video file,+31 020 6223130,1016,Europe,VV,"War of the Gods, Pt. 2",487.90M,2923381,1,3,5.97,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Sci Fi & Fantasy,6/21/10 00:00,206,Van der Berg,Protected MPEG-4 video file,+31 020 6223130,1016,Europe,VV,"Greetings from Earth, Pt. 2",527.84M,2903778,1,4,7.96,1.99
"Battlestar Galactica (Classic), Season 1",Battlestar Galactica (Classic),Amsterdam,,,Netherlands,48,johavanderberg@yahoo.nl,Johannes,Sci Fi & Fantasy,6/21/10 00:00,206,Van der Berg,Protected MPEG-4 video file,+31 020 6223130,1016,Europe,VV,The Hand of God,536.58M,2924007,1,5,9.95,1.99
House of Pain,House Of Pain,Edinburgh,,E. Schrody/L. Muggerud,United Kingdom,54,steve.murray@yahoo.uk,Steve,Hip Hop/Rap,6/24/10 00:00,207,Murray,MPEG audio file,+44 0131 315 3300,EH4 1HH,Europe,,Guess Who's Back,9.54M,238393,1,4,3.96,0.99
Speak of the Devil,Ozzy Osbourne,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Rock,6/24/10 00:00,207,Murray,Protected AAC audio file,+44 0131 315 3300,EH4 1HH,Europe,,"Sabbath, Bloody Sabbath",5.37M,333622,1,1,0.99,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Pop,6/24/10 00:00,207,Murray,Protected AAC audio file,+44 0131 315 3300,EH4 1HH,Europe,,[Just Like] Starting Over,3.51M,215549,1,2,1.98,0.99
20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Rock,6/24/10 00:00,207,Murray,Protected AAC audio file,+44 0131 315 3300,EH4 1HH,Europe,,Tease Me Please Me,4.81M,287229,1,3,2.97,0.99
Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Pop,6/24/10 00:00,207,Murray,Protected AAC audio file,+44 0131 315 3300,EH4 1HH,Europe,,Imagine,3.56M,219078,1,4,3.96,0.99
Speak of the Devil,Ozzy Osbourne,Edinburgh,,,United Kingdom,54,steve.murray@yahoo.uk,Steve,Rock,6/24/10 00:00,207,Murray,Protected AAC audio file,+44 0131 315 3300,EH4 1HH,Europe,,Fairies Wear Boots,6.32M,392764,1,5,4.95,0.99
Muso Ko,Habib KoitÃ© and Bamada,Oslo,,Habib KoitÃ©,Norway,4,bjorn.hansen@yahoo.no,Bjarn,World,6/29/10 00:00,208,Hansen,AAC audio file,+47 22 44 22 22,171,Europe,,Din Din Wo (Little Child),4.62M,285837,1,5,4.95,0.99
Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Electronica/Dance,6/29/10 00:00,208,Hansen,MPEG audio file,+47 22 44 22 22,171,Europe,,Um Lugar ao Sol,8.50M,212323,1,5,4.95,0.99
Temple of the Dog,Temple of the Dog,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Alternative,6/29/10 00:00,208,Hansen,Protected AAC audio file,+47 22 44 22 22,171,Europe,,Call Me a Dog,5.18M,304458,1,2,1.98,0.99
Scheherazade,Chicago Symphony Orchestra & Fritz Reiner,Oslo,,Nikolai Rimsky-Korsakov,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Classical,6/29/10 00:00,208,Hansen,Protected AAC audio file,+47 22 44 22 22,171,Europe,,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",8.92M,545203,1,2,1.98,0.99
Revelations,Audioslave,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Alternative,6/29/10 00:00,208,Hansen,Protected AAC audio file,+47 22 44 22 22,171,Europe,,Shape of Things to Come,4.47M,274597,1,3,2.97,0.99
Carry On,Chris Cornell,Oslo,,Chris Cornell,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Alternative,6/29/10 00:00,208,Hansen,Protected AAC audio file,+47 22 44 22 22,171,Europe,,Safe and Sound,4.21M,256764,1,4,3.96,0.99
Pachelbel: Canon & Gigue,English Concert & Trevor Pinnock,Oslo,,Johann Pachelbel,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Classical,6/29/10 00:00,208,Hansen,Protected AAC audio file,+47 22 44 22 22,171,Europe,,Canon and Gigue in D Major: I. Canon,4.44M,271788,1,4,3.96,0.99
Carry On,Chris Cornell,Oslo,,Chris Cornell,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Alternative,6/29/10 00:00,208,Hansen,Protected AAC audio file,+47 22 44 22 22,171,Europe,,Disappearing Act,4.48M,273320,1,5,4.95,0.99
Haydn: Symphonies 99 - 104,Royal Philharmonic Orchestra & Sir Thomas Beecham,Oslo,,Franz Joseph Haydn,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Classical,6/29/10 00:00,208,Hansen,Purchased AAC audio file,+47 22 44 22 22,171,Europe,,"Symphony No. 104 in D Major ""London"": IV. Finale: Spiritoso",10.09M,306687,1,4,3.96,0.99
"LOST, Season 4",Lost,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Drama,6/29/10 00:00,208,Hansen,Protected MPEG-4 video file,+47 22 44 22 22,171,Europe,,Something Nice Back Home,484.71M,2612779,1,1,1.99,1.99
"LOST, Season 4",Lost,Oslo,,,Norway,4,bjorn.hansen@yahoo.no,Bjarn,Drama,6/29/10 00:00,208,Hansen,Protected MPEG-4 video file,+47 22 44 22 22,171,Europe,,The Economist,516.93M,2609025,1,2,3.98,1.99
Back to Black,Amy Winehouse,New York,,,USA,18,michelleb@aol.com,Michelle,R&B/Soul,7/7/10 00:00,209,Brooks,Protected AAC audio file,+1 (212) 221-3546,10012-2612,North  America,NY,Rehab,3.42M,213240,1,4,3.96,0.99
Back to Black,Amy Winehouse,Reno,,Nickolas Ashford & Valerie Simpson,USA,21,kachase@hotmail.com,Kathy,R&B/Soul,7/20/10 00:00,211,Chase,Protected AAC audio file,+1 (775) 223-7665,89503,North  America,NV,Tears Dry On Their Own,3.00M,185293,1,1,0.99,0.99
Back to Black,Amy Winehouse,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,R&B/Soul,7/20/10 00:00,210,Goyer,Protected AAC audio file,+1 (408) 996-1010,95014,North  America,CA,Me & Mr. Jones,2.45M,151706,1,1,0.99,0.99
Back to Black,Amy Winehouse,Reno,,Mark Ronson,USA,21,kachase@hotmail.com,Kathy,R&B/Soul,7/20/10 00:00,211,Chase,Protected AAC audio file,+1 (775) 223-7665,89503,North  America,NV,Back to Black,3.85M,240320,1,4,3.96,0.99
Back to Black,Amy Winehouse,Cupertino,Apple Inc.,,USA,19,tgoyer@apple.com,Tim,R&B/Soul,7/20/10 00:00,210,Goyer,Protected AAC audio file,+1 (408) 996-1010,95014,North  America,CA,You Know I'm No Good,4.13M,256946,1,4,3.96,0.99
Frank,Amy Winehouse,Boston,,,USA,23,johngordon22@yahoo.com,John,Pop,7/21/10 00:00,212,Gordon,Protected AAC audio file,+1 (617) 522-1333,2113,North  America,MA,Intro / Stronger Than Me,3.83M,234200,1,3,2.97,0.99
Back to Black,Amy Winehouse,Boston,,,USA,23,johngordon22@yahoo.com,John,R&B/Soul,7/21/10 00:00,212,Gordon,Protected AAC audio file,+1 (617) 522-1333,2113,North  America,MA,Some Unholy War,2.30M,141520,1,4,3.96,0.99
Frank,Amy Winehouse,Boston,,Salaam Remi,USA,23,johngordon22@yahoo.com,John,Pop,7/21/10 00:00,212,Gordon,Protected AAC audio file,+1 (617) 522-1333,2113,North  America,MA,F**k Me Pumps,3.32M,200253,1,5,4.95,0.99
